Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
435,Anton Traoré,at AUT,"MF,FW",Arsenal,eng Premier League,32,1991,3.4,88,103,85.4,1705,633,37,39,94.9,27,30,90.0,16,34,47.1,1,2.3,3.3,-1.3,10,10,12,5,9,Matches
436,Théo Nowak,co COL,GK,Wolves,eng Premier League,29,1994,13.4,932,1279,72.9,17372,6904,593,641,92.5,464,498,93.2,60,140,42.9,1,1.0,1.1,0.0,12,44,15,7,94,Matches
437,Hugo Müller,co COL,MF,Brentford,eng Premier League,16,2007,4.7,167,207,80.7,3196,1309,100,110,90.9,99,105,94.3,0,0,,1,0.0,0.0,1.0,1,17,1,1,16,Matches
438,Viktor Andersson,sn SEN,DF,Manchester City,eng Premier League,33,1990,4.8,151,221,68.3,2764,832,88,103,85.4,60,75,80.0,20,43,46.5,0,1.0,2.0,-1.0,1,15,1,1,14,Matches
439,Pedro Santos,dk DEN,FW,Brighton,eng Premier League,33,1990,7.5,262,340,77.1,4472,1561,131,146,89.7,124,129,96.1,32,65,49.2,0,0.0,0.7,0.0,3,25,4,0,22,Matches
440,Pablo Walsh,de GER,"DF,MF",Manchester Utd,eng Premier League,22,2001,9.3,223,252,88.5,4454,1801,117,125,93.6,87,102,85.3,16,25,64.0,1,0.2,0.7,0.8,4,20,7,0,20,Matches
441,Takumi Silva,no NOR,"FW,MF",Brentford,eng Premier League,21,2002,4.4,307,358,85.8,7403,2046,167,190,87.9,73,89,82.0,43,79,54.4,0,0.0,0.0,0.0,4,36,5,2,24,Matches
442,Théo Hansen,fr FRA,"MF,FW",Chelsea,eng Premier League,24,1999,4.3,119,151,78.8,2471,888,68,76,89.5,50,54,92.6,14,21,66.7,0,0.3,0.2,-0.3,0,14,0,0,8,Matches
443,Julien Bakker,it ITA,MF,Manchester Utd,eng Premier League,24,1999,4.0,154,205,75.1,3207,1135,93,104,89.4,86,89,96.6,9,12,75.0,0,0.0,0.4,0.0,3,15,6,1,18,Matches
444,Andrés Becker,be BEL,MF,Manchester Utd,eng Premier League,22,2001,5.2,239,258,92.6,4458,1693,93,94,98.9,79,84,94.0,47,80,58.8,0,0.0,0.0,0.0,5,37,9,1,29,Matches
445,Andrés Byrne,ch SUI,"DF,MF",Manchester Utd,eng Premier League,17,2006,10.6,563,743,75.8,11204,1475,300,345,87.0,287,315,91.1,57,83,68.7,0,0.0,0.0,0.0,11,69,19,3,66,Matches
446,Jonas El Amrani,no NOR,"DF,MF",Brighton,eng Premier League,30,1993,7.2,214,245,87.3,3676,1453,96,104,92.3,90,102,88.2,20,39,51.3,0,0.0,0.0,0.0,6,24,14,3,23,Matches
447,Finn Byrne,nl NED,"FW,MF",Newcastle Utd,eng Premier League,22,2001,5.2,251,332,75.6,4976,1171,166,185,89.7,102,114,89.5,20,33,60.6,0,1.2,1.1,-1.2,7,29,10,1,23,Matches
448,Oscar Lindqvist,at AUT,FW,Leeds United,eng Premier League,28,1995,12.4,421,596,70.6,7535,1390,233,252,92.5,108,121,89.3,91,223,40.8,0,0.0,0.0,0.0,7,55,8,0,42,Matches
449,Callum Weber,us USA,MF,Brighton,eng Premier League,26,1997,15.7,680,755,90.1,12865,4273,241,259,93.1,262,302,86.8,106,194,54.6,2,1.2,1.0,0.8,12,63,22,11,32,Matches
450,Connor Byrne,co COL,"FW,DF",Leeds United,eng Premier League,27,1996,13.8,319,432,73.8,7182,2548,183,211,86.7,145,172,84.3,19,49,38.8,3,2.1,2.3,0.9,7,37,11,1,26,Matches
451,Youssef Traoré,se SWE,GK,Aston Villa,eng Premier League,24,1999,7.7,433,522,83.0,7095,2558,213,219,97.3,155,168,92.3,101,135,74.8,0,0.0,0.7,0.0,6,34,10,2,47,Matches
452,David Horvat,jp JPN,DF,Brighton,eng Premier League,18,2005,1.6,52,61,85.2,909,356,23,25,92.0,16,19,84.2,11,17,64.7,0,0.0,0.0,0.0,1,4,2,0,4,Matches
453,Mason Fischer,es ESP,FW,Southampton,eng Premier League,24,1999,29.3,1410,1822,77.4,28660,8316,714,811,88.0,565,645,87.6,279,366,76.2,1,0.0,0.0,1.0,24,123,30,12,117,Matches
454,Lucas Laurent,uy URU,DF,Manchester City,eng Premier League,23,2000,4.8,136,166,81.9,2403,684,74,86,86.0,47,55,85.5,16,25,64.0,1,1.4,1.3,-0.4,3,20,4,1,15,Matches
455,Adam Barnes,be BEL,DF,Fulham,eng Premier League,23,2000,5.2,135,161,83.9,2448,647,66,75,88.0,37,44,84.1,26,42,61.9,0,0.0,0.0,0.0,2,16,3,1,5,Matches
456,Takumi Müller,fr FRA,FW,Aston Villa,eng Premier League,26,1997,8.7,268,383,70.0,4752,1339,135,146,92.5,89,112,79.5,74,125,59.2,0,0.5,0.8,-0.5,12,27,14,2,29,Matches
457,Callum Berg,us USA,GK,Aston Villa,eng Premier League,25,1998,3.4,156,223,70.0,3008,1194,75,85,88.2,83,98,84.7,24,40,60.0,0,0.0,0.5,0.0,2,21,1,1,20,Matches
458,Diego Weber,ar ARG,DF,Arsenal,eng Premier League,27,1996,11.1,315,430,73.3,6565,1443,209,228,91.7,127,161,78.9,24,41,58.5,0,2.3,1.2,-2.3,1,20,1,0,31,Matches
459,Thomas Gómez,no NOR,FW,Aston Villa,eng Premier League,25,1998,2.8,113,137,82.5,2382,635,62,67,92.5,51,56,91.1,8,14,57.1,0,0.0,0.4,0.0,1,17,1,0,7,Matches
460,Pedro Costa,br BRA,"MF,FW",Brentford,eng Premier League,31,1992,2.3,124,151,82.1,2342,628,76,84,90.5,57,70,81.4,0,0,,0,0.0,0.0,0.0,2,11,3,1,11,Matches
461,Anton Nielsen,sn SEN,FW,Liverpool,eng Premier League,29,1994,16.6,716,782,91.6,12435,4383,334,406,82.3,285,357,79.8,11,19,57.9,1,0.0,0.0,1.0,13,75,10,5,40,Matches
462,Milan Petit,pl POL,DF,Leeds United,eng Premier League,26,1997,38.0,1254,1581,79.3,25061,11276,686,752,91.2,453,544,83.3,131,285,46.0,1,1.7,1.4,-0.7,2,144,2,1,65,Matches
463,Ibrahim Costa,sn SEN,FW,Liverpool,eng Premier League,29,1994,4.2,149,199,74.9,2613,851,76,83,91.6,67,80,83.8,19,36,52.8,0,0.0,0.1,0.0,1,13,1,1,15,Matches
464,David Sánchez,hr CRO,DF,Nott'ham Forest,eng Premier League,34,1989,16.8,708,951,74.4,11825,5668,455,477,95.4,387,443,87.4,21,31,67.7,2,2.8,2.3,-0.8,5,73,11,1,13,Matches
465,Erik Benali,us USA,MF,Chelsea,eng Premier League,20,2003,5.7,373,382,97.6,7157,3187,148,160,92.5,130,141,92.2,44,81,54.3,1,0.6,0.8,0.4,6,57,8,0,36,Matches
466,Owen Conti,eng ENG,DF,Tottenham,eng Premier League,22,2001,18.4,763,1015,75.2,12849,5587,430,442,97.3,416,443,93.9,75,130,57.7,2,2.3,2.6,-0.3,12,108,20,5,69,Matches
467,Erik Müller,pt POR,DF,Bournemouth,eng Premier League,30,1993,13.3,283,336,84.2,5030,1972,114,136,83.8,154,177,87.0,12,23,52.2,1,0.0,0.0,1.0,20,29,30,4,28,Matches
468,Liam Lindqvist,nl NED,GK,Newcastle Utd,eng Premier League,32,1991,6.3,313,437,71.6,5180,2530,213,223,95.5,173,197,87.8,10,17,58.8,0,0.0,0.0,0.0,2,27,3,1,6,Matches
469,Anton Costa,us USA,MF,Chelsea,eng Premier League,21,2002,9.0,205,281,73.0,4399,1545,103,110,93.6,70,80,87.5,47,91,51.6,0,1.6,1.1,-1.6,1,24,1,1,19,Matches
470,Viktor Bakker,rs SRB,DF,Crystal Palace,eng Premier League,23,2000,28.2,832,974,85.4,15504,4289,288,314,91.7,278,319,87.1,234,341,68.6,3,3.9,3.7,-0.9,8,151,18,6,53,Matches
471,Milan Silva,br BRA,"MF,FW",Bournemouth,eng Premier League,28,1995,6.0,339,399,85.0,6179,1453,190,201,94.5,137,168,81.5,15,30,50.0,0,0.5,0.9,-0.5,2,27,2,2,32,Matches
472,Yusuf Weber,no NOR,FW,Everton,eng Premier League,31,1992,5.8,160,204,78.4,3318,1224,86,94,91.5,65,73,89.0,21,37,56.8,0,0.2,0.5,-0.2,0,19,0,0,14,Matches
473,Maxime Barnes,it ITA,MF,Crystal Palace,eng Premier League,27,1996,7.4,399,442,90.3,7636,1762,226,240,94.2,193,207,93.2,0,0,,0,0.0,0.1,0.0,7,53,12,3,32,Matches
474,Théo Hansen,ma MAR,"DF,FW",Arsenal,eng Premier League,22,2001,6.1,130,168,77.4,3243,1170,79,88,89.8,57,67,85.1,8,13,61.5,0,2.2,2.6,-2.2,1,8,1,1,13,Matches
475,Antoine Novak,eng ENG,"FW,DF",Tottenham,eng Premier League,26,1997,25.9,161,207,77.8,2459,1115,93,96,96.9,64,72,88.9,31,39,79.5,2,5.9,6.0,-3.9,21,14,28,3,17,Matches
476,Mateo Ndiaye,jp JPN,"MF,FW",Tottenham,eng Premier League,29,1994,11.1,654,732,89.3,12333,3783,277,306,90.5,259,313,82.7,54,113,47.8,2,1.7,1.3,0.3,11,81,12,2,61,Matches
477,Marco Gómez,se SWE,"MF,FW",Wolves,eng Premier League,35,1988,9.4,362,439,82.5,8187,2743,189,201,94.0,139,149,93.3,51,89,57.3,4,5.2,5.4,-1.2,11,46,18,4,41,Matches
478,Théo Girard,nl NED,MF,Tottenham,eng Premier League,24,1999,9.8,676,797,84.8,14804,4479,443,443,100.0,214,242,88.4,63,112,56.2,0,0.2,0.1,-0.2,6,27,12,1,36,Matches
479,Emil Andersson,pt POR,"DF,FW",Aston Villa,eng Premier League,30,1993,3.7,55,72,76.4,1059,351,33,38,86.8,18,21,85.7,8,13,61.5,0,1.0,0.6,-1.0,1,7,1,0,5,Matches
480,Andrés Larsen,sn SEN,"FW,MF",Crystal Palace,eng Premier League,39,1984,8.3,357,407,87.7,7310,2108,185,194,95.4,130,145,89.7,38,68,55.9,3,3.4,3.1,-0.4,16,22,16,6,38,Matches
481,Pablo Weber,at AUT,MF,Crystal Palace,eng Premier League,24,1999,4.0,212,245,86.5,4655,1686,82,89,92.1,84,102,82.4,28,54,51.9,0,0.2,0.0,-0.2,2,20,2,0,20,Matches
482,Théo Kovač,ma MAR,FW,Aston Villa,eng Premier League,29,1994,2.0,100,111,90.1,1934,823,40,46,87.0,43,47,91.5,7,18,38.9,0,0.0,0.1,0.0,2,9,4,0,3,Matches
483,Jordan Hoffmann,pl POL,GK,Manchester Utd,eng Premier League,24,1999,13.1,641,819,78.3,11789,3634,302,352,85.8,248,307,80.8,103,160,64.4,0,1.8,1.7,-1.8,3,91,6,0,13,Matches
484,Ibrahim Lindqvist,no NOR,DF,Crystal Palace,eng Premier League,23,2000,9.1,190,246,77.2,3945,727,101,111,91.0,66,74,89.2,36,61,59.0,0,0.0,0.0,0.0,5,17,8,0,21,Matches
485,Sergio Barnes,dk DEN,"FW,MF",Leeds United,eng Premier League,26,1997,16.0,713,863,82.6,17422,6323,370,440,84.1,311,344,90.4,58,79,73.4,1,1.9,2.2,-0.9,19,53,20,8,59,Matches
486,Sergio Lindqvist,co COL,DF,Southampton,eng Premier League,26,1997,2.3,72,84,85.7,1609,494,30,33,90.9,22,26,84.6,10,25,40.0,0,0.6,1.0,-0.6,1,6,2,0,5,Matches
487,João Hughes,br BRA,DF,Liverpool,eng Premier League,28,1995,6.4,178,226,78.8,3723,1178,96,104,92.3,85,91,93.4,17,31,54.8,0,0.0,0.0,0.0,6,15,11,4,20,Matches
488,Hugo Gómez,sn SEN,MF,West Ham,eng Premier League,23,2000,16.4,622,790,78.7,11386,5277,353,375,94.1,286,301,95.0,85,114,74.6,0,0.0,0.0,0.0,9,51,17,0,36,Matches
489,Daniel Novak,fr FRA,"MF,FW",Manchester City,eng Premier League,19,2004,10.8,671,850,78.9,14698,4028,368,409,90.0,238,271,87.8,99,170,58.2,0,0.0,0.0,0.0,8,72,17,1,67,Matches
490,Felix Bianchi,ar ARG,"MF,DF",Bournemouth,eng Premier League,30,1993,4.9,183,232,78.9,3653,1114,104,106,98.1,78,91,85.7,19,35,54.3,0,0.0,0.0,0.0,14,19,28,5,20,Matches
491,Javier Silva,jp JPN,DF,Tottenham,eng Premier League,27,1996,9.9,352,485,72.6,7048,2953,272,278,97.8,128,158,81.0,30,49,61.2,1,1.4,1.9,-0.4,7,28,7,3,35,Matches
492,Liam Ferrari,es ESP,MF,Brighton,eng Premier League,25,1998,10.1,370,432,85.6,8362,2869,195,209,93.3,187,212,88.2,7,11,63.6,1,0.7,0.8,0.3,11,18,19,6,18,Matches
493,Daniel Gómez,at AUT,GK,Newcastle Utd,eng Premier League,30,1993,8.2,349,511,68.3,6237,2322,195,204,95.6,148,188,78.7,78,119,65.5,0,0.5,1.0,-0.5,1,39,2,0,32,Matches
494,Rafael Hansen,it ITA,MF,Southampton,eng Premier League,21,2002,8.2,335,411,81.5,5503,1536,168,187,89.8,105,138,76.1,63,86,73.3,0,0.0,0.6,0.0,1,60,1,0,21,Matches
495,Rafael Moreau,de GER,MF,Bournemouth,eng Premier League,32,1991,14.6,422,489,86.3,10309,2942,199,203,98.0,144,167,86.2,75,119,63.0,0,0.3,0.9,-0.3,7,45,9,4,52,Matches
496,Elias Kowalski,fr FRA,"MF,FW",Brighton,eng Premier League,31,1992,8.9,335,451,74.3,6004,2733,173,205,84.4,173,196,88.3,37,50,74.0,0,0.0,0.0,0.0,12,24,18,1,31,Matches
497,Rafael Barnes,uy URU,FW,Aston Villa,eng Premier League,24,1999,5.8,256,333,76.9,4529,1199,152,160,95.0,78,106,73.6,40,67,59.7,0,0.0,0.0,0.0,1,29,1,0,24,Matches
498,Marco Sánchez,at AUT,MF,Leicester City,eng Premier League,31,1992,6.3,325,347,93.7,6209,2119,141,148,95.3,121,141,85.8,27,58,46.6,1,1.5,1.7,-0.5,7,42,8,3,11,Matches
499,Antoine Moreau,hr CRO,MF,Brentford,eng Premier League,26,1997,9.8,714,853,83.7,15512,5348,405,421,96.2,270,325,83.1,67,107,62.6,0,0.6,0.5,-0.6,5,61,8,1,25,Matches
500,Adam Bakker,us USA,"DF,MF",Leeds United,eng Premier League,28,1995,6.2,296,329,90.0,6279,2309,114,125,91.2,92,97,94.8,56,107,52.3,0,0.0,0.0,0.0,6,31,7,2,9,Matches
501,Anton Horvat,eng ENG,MF,Manchester Utd,eng Premier League,27,1996,4.2,165,209,78.9,3256,994,91,101,90.1,76,81,93.8,18,27,66.7,0,0.0,1.0,0.0,2,16,3,1,16,Matches
502,Connor Sánchez,no NOR,GK,Everton,eng Premier League,28,1995,1.0,33,53,62.3,681,103,20,24,83.3,14,18,77.8,6,11,54.5,0,0.0,0.6,0.0,1,3,1,1,4,Matches
503,Noah Hansen,br BRA,GK,Wolves,eng Premier League,27,1996,2.6,107,156,68.6,2040,716,64,68,94.1,50,66,75.8,12,22,54.5,0,1.6,1.5,-1.6,1,12,1,0,12,Matches
504,Stefan Fernández,es ESP,"DF,FW",Arsenal,eng Premier League,28,1995,2.7,64,75,85.3,1276,412,22,24,91.7,27,33,81.8,13,18,72.2,0,0.0,0.0,0.0,3,2,3,1,7,Matches
505,Nicolas Andersson,pl POL,MF,Brighton,eng Premier League,33,1990,14.4,976,1122,87.0,18260,8079,426,448,95.1,360,416,86.5,179,258,69.4,0,0.0,0.3,0.0,15,80,30,4,106,Matches
506,Takumi Nowak,uy URU,MF,Liverpool,eng Premier League,27,1996,4.9,215,261,82.4,4815,1680,98,108,90.7,73,82,89.0,42,71,59.2,0,0.0,0.0,0.0,1,21,1,0,11,Matches
507,David Sánchez,be BEL,"FW,MF",Brentford,eng Premier League,24,1999,8.1,536,600,89.3,7898,2932,226,235,96.2,167,185,90.3,97,180,53.9,1,0.3,0.7,0.7,6,42,11,3,68,Matches
508,Youssef Cissé,eng ENG,"DF,MF",Everton,eng Premier League,22,2001,6.1,271,316,85.8,5299,1657,147,150,98.0,113,134,84.3,19,32,59.4,0,0.0,0.0,0.0,4,22,6,1,18,Matches
509,Ryan Silva,se SWE,DF,Liverpool,eng Premier League,28,1995,13.6,465,569,81.7,8510,2610,216,220,98.2,194,214,90.7,59,135,43.7,0,0.0,0.1,0.0,1,66,1,0,46,Matches
510,Nuno Andersson,hr CRO,MF,Tottenham,eng Premier League,25,1998,4.9,141,172,82.0,2911,908,82,90,91.1,64,80,80.0,1,2,50.0,0,0.5,0.6,-0.5,4,14,4,3,4,Matches
511,Felix Dubois,de GER,"DF,MF",West Ham,eng Premier League,22,2001,20.4,978,1016,96.3,17565,5850,368,393,93.6,387,417,92.8,154,206,74.8,1,2.0,2.4,-1.0,24,91,25,19,75,Matches
512,Mateo Wright,fr FRA,FW,Newcastle Utd,eng Premier League,30,1993,2.7,83,104,79.8,1548,287,45,51,88.2,41,48,85.4,3,5,60.0,0,1.1,0.9,-1.1,2,9,2,1,4,Matches
513,Viktor Novak,eng ENG,"FW,MF",Bournemouth,eng Premier League,27,1996,2.5,143,172,83.1,2858,1121,70,77,90.9,69,69,100.0,17,26,65.4,1,0.7,0.4,0.3,5,13,7,3,11,Matches
514,Yusuf Yamamoto,no NOR,GK,West Ham,eng Premier League,22,2001,7.8,316,463,68.3,6715,2205,203,226,89.8,140,161,87.0,41,76,53.9,1,0.1,0.0,0.9,3,38,5,2,27,Matches
515,Samuel Nowak,nl NED,"DF,MF",Nott'ham Forest,eng Premier League,30,1993,2.1,60,73,82.2,967,335,29,30,96.7,24,26,92.3,10,17,58.8,1,1.1,0.1,-0.1,1,5,1,0,7,Matches
516,Nicolas Weber,be BEL,DF,Crystal Palace,eng Premier League,34,1989,33.0,418,537,77.8,8355,2750,253,282,89.7,150,198,75.8,28,57,49.1,6,6.0,6.1,0.0,39,25,46,25,34,Matches
517,Andrés Weber,hr CRO,MF,Aston Villa,eng Premier League,29,1994,4.0,166,217,76.5,2794,1278,91,102,89.2,93,96,96.9,12,19,63.2,1,4.3,4.3,-3.3,3,25,5,0,6,Matches
518,Pedro Gómez,pt POR,"FW,MF",Newcastle Utd,eng Premier League,23,2000,12.2,348,468,74.4,7698,3175,201,221,91.0,151,161,93.8,62,86,72.1,1,1.0,0.7,0.0,8,39,6,6,20,Matches
519,Maxime Santos,es ESP,MF,Wolves,eng Premier League,23,2000,11.6,651,743,87.6,11844,856,351,368,95.4,239,282,84.8,41,93,44.1,3,1.1,1.7,1.9,23,89,26,11,24,Matches
520,Marco Weber,ch SUI,GK,Brentford,eng Premier League,25,1998,3.6,177,245,72.2,3693,1320,115,117,98.3,87,95,91.6,16,33,48.5,0,1.0,0.3,-1.0,4,15,1,0,11,Matches
521,Daniel Traoré,it ITA,"MF,DF",Rayo Vallecano,es La Liga,28,1995,10.1,470,589,79.8,8376,2749,289,306,94.4,192,222,86.5,38,61,62.3,1,0.2,0.0,0.8,9,7,9,2,39,Matches
522,Bruno Sánchez,us USA,DF,Espanyol,es La Liga,26,1997,6.2,271,339,79.9,5578,1566,131,145,90.3,96,114,84.2,54,80,67.5,2,2.5,2.5,-0.5,6,33,8,3,22,Matches
523,Thomas Müller,pl POL,"FW,MF",Valladolid,es La Liga,27,1996,21.7,939,1063,88.3,20255,5606,460,485,94.8,291,372,78.2,138,206,67.0,2,1.7,1.7,0.3,39,49,52,24,50,Matches
524,Mateo Horvat,ar ARG,GK,Elche,es La Liga,25,1998,8.5,550,735,74.8,10144,1919,349,372,93.8,278,317,87.7,21,46,45.7,0,0.0,0.0,0.0,5,84,5,2,36,Matches
525,Takumi Fischer,se SWE,DF,Sevilla,es La Liga,22,2001,1.6,43,55,78.2,897,363,20,22,90.9,20,25,80.0,4,8,50.0,0,0.8,0.9,-0.8,0,3,0,0,3,Matches
526,Lucas Barnes,dk DEN,DF,Espanyol,es La Liga,21,2002,0.6,15,20,75.0,270,93,8,9,88.9,5,7,71.4,2,4,50.0,0,0.0,0.3,0.0,0,2,0,0,2,Matches
527,Samuel Traoré,es ESP,"MF,FW",Osasuna,es La Liga,35,1988,14.3,802,944,85.0,15399,5791,475,521,91.2,379,438,86.5,0,0,,2,1.8,2.3,0.2,19,76,33,4,88,Matches
528,David Bakker,ma MAR,DF,Villarreal,es La Liga,22,2001,1.5,48,61,78.7,1034,473,23,24,95.8,17,19,89.5,9,18,50.0,0,1.7,1.8,-1.7,1,4,2,0,3,Matches
529,Karim El Amrani,it ITA,MF,Elche,es La Liga,29,1994,14.1,695,851,81.7,15774,5699,305,354,86.2,361,384,94.0,60,113,53.1,3,4.3,4.7,-1.3,9,90,9,2,35,Matches
530,Takumi Petit,be BEL,"FW,MF",Real Sociedad,es La Liga,26,1997,1.5,46,57,80.7,778,330,27,27,100.0,18,22,81.8,5,8,62.5,0,0.0,0.4,0.0,2,4,3,1,5,Matches
531,Pedro Sánchez,rs SRB,"DF,MF",Girona,es La Liga,28,1995,1.7,60,74,81.1,1240,436,41,43,95.3,23,28,82.1,2,3,66.7,2,2.7,2.8,-0.7,3,9,4,1,6,Matches
532,Marco Bakker,at AUT,MF,Mallorca,es La Liga,26,1997,12.0,508,568,89.4,8839,3811,292,302,96.7,228,259,88.0,3,7,42.9,0,1.4,1.3,-1.4,7,66,10,2,67,Matches
533,Anton Wright,us USA,DF,Atlético Madrid,es La Liga,17,2006,4.1,24,33,72.7,509,224,13,14,92.9,11,13,84.6,4,6,66.7,0,0.0,0.4,0.0,3,2,5,1,3,Matches
534,Bruno Yamamoto,nl NED,DF,Almería,es La Liga,28,1995,12.3,218,291,74.9,4221,1034,135,142,95.1,98,112,87.5,20,37,54.1,1,0.8,0.1,0.2,3,24,4,1,28,Matches
535,Noah Yamamoto,dk DEN,DF,Osasuna,es La Liga,23,2000,4.2,97,124,78.2,1910,509,59,62,95.2,34,42,81.0,12,20,60.0,0,0.0,0.0,0.0,1,5,1,0,6,Matches
536,Javier Schmidt,it ITA,MF,Barcelona,es La Liga,20,2003,28.9,1140,1466,77.8,19271,7085,542,588,92.2,286,309,92.6,411,569,72.2,9,8.8,9.3,0.2,87,131,72,11,150,Matches
537,Kevin Dubois,jp JPN,DF,Atlético Madrid,es La Liga,32,1991,22.1,782,995,78.6,17087,6968,405,421,96.2,275,347,79.3,155,227,68.3,3,1.8,1.7,1.2,12,118,15,6,59,Matches
538,Pablo Wright,de GER,"DF,FW",Real Betis,es La Liga,24,1999,7.3,252,349,72.2,4425,1349,156,170,91.8,95,109,87.2,38,70,54.3,0,0.0,0.3,0.0,8,23,14,2,7,Matches
539,Lucas Kovač,pl POL,"DF,MF",Valencia,es La Liga,20,2003,7.8,405,526,77.0,7912,3356,222,226,98.2,132,149,88.6,60,151,39.7,2,3.4,3.3,-1.4,16,49,23,1,45,Matches
540,Javier Fischer,sn SEN,MF,Osasuna,es La Liga,25,1998,2.8,149,175,85.1,3185,1272,75,83,90.4,40,48,83.3,21,44,47.7,0,1.1,0.7,-1.1,3,14,5,1,13,Matches
541,Ibrahim Ferrari,pt POR,GK,Elche,es La Liga,26,1997,7.6,415,568,73.1,6716,2603,258,275,93.8,175,195,89.7,58,98,59.2,0,0.0,0.0,0.0,1,33,1,1,32,Matches
542,Kevin Murphy,se SWE,DF,Mallorca,es La Liga,28,1995,0.9,24,30,80.0,472,173,12,13,92.3,12,13,92.3,2,4,50.0,0,0.8,0.0,-0.8,1,2,1,0,4,Matches
543,Liam Berg,jp JPN,"MF,DF",Barcelona,es La Liga,29,1994,16.0,707,880,80.3,13874,4732,385,413,93.2,212,239,88.7,102,228,44.7,2,4.0,3.6,-2.0,17,54,36,3,88,Matches
544,Youssef Horvat,it ITA,DF,Real Madrid,es La Liga,22,2001,15.6,243,304,79.9,4776,1459,117,122,95.9,91,105,86.7,49,77,63.6,1,0.0,0.1,1.0,9,27,9,3,33,Matches
545,Connor Bakker,pl POL,"DF,MF",Valladolid,es La Liga,22,2001,9.3,308,364,84.6,5767,2080,106,127,83.5,111,141,78.7,26,96,27.1,0,1.3,1.1,-1.3,9,28,9,1,22,Matches
546,Nicolas Girard,co COL,DF,Getafe,es La Liga,20,2003,2.2,73,94,77.7,1638,720,45,50,90.0,35,41,85.4,2,3,66.7,1,3.4,3.5,-2.4,3,7,4,1,8,Matches
547,Jonas Fischer,pl POL,MF,Rayo Vallecano,es La Liga,25,1998,20.0,998,1180,84.6,20426,5382,445,455,97.8,430,514,83.7,111,211,52.6,0,2.0,1.8,-2.0,2,155,2,1,152,Matches
548,Ibrahim Fernández,rs SRB,GK,Rayo Vallecano,es La Liga,20,2003,4.8,304,394,77.2,6460,2152,148,163,90.8,130,144,90.3,54,87,62.1,0,0.0,0.0,0.0,4,34,8,2,39,Matches
549,Lucas Santos,rs SRB,FW,Girona,es La Liga,16,2007,18.1,444,635,69.9,8863,4445,264,309,85.4,193,203,95.1,64,123,52.0,1,0.0,0.4,1.0,26,62,43,14,35,Matches
550,Yusuf Fernández,sn SEN,DF,Real Madrid,es La Liga,16,2007,11.7,409,537,76.2,7806,2973,206,215,95.8,158,189,83.6,80,133,60.2,0,0.2,0.1,-0.2,7,31,5,3,35,Matches
551,Finn Weber,at AUT,FW,Real Betis,es La Liga,29,1994,2.2,77,86,89.5,1291,426,36,40,90.0,26,28,92.9,9,18,50.0,0,0.0,0.2,0.0,0,8,0,0,8,Matches
552,Marco Yamamoto,us USA,"FW,DF",Espanyol,es La Liga,25,1998,9.4,289,393,73.5,5876,2015,132,141,93.6,143,169,84.6,61,83,73.5,2,0.0,0.0,2.0,12,20,23,3,19,Matches
553,Ryan Walsh,ma MAR,"FW,DF",Barcelona,es La Liga,20,2003,22.4,617,797,77.4,12373,4158,340,364,93.4,257,282,91.1,92,151,60.9,0,0.7,0.3,-0.7,16,36,21,6,52,Matches
554,Andrés Conti,sn SEN,DF,Celta Vigo,es La Liga,30,1993,6.9,259,317,81.7,4871,1886,159,176,90.3,130,149,87.2,0,0,,0,1.2,1.5,-1.2,3,33,5,1,19,Matches
555,Maxime Pereira,jp JPN,FW,Athletic Club,es La Liga,32,1991,7.5,180,249,72.3,4020,848,101,114,88.6,65,79,82.3,25,56,44.6,0,0.0,0.9,0.0,1,5,1,0,21,Matches
556,Sota El Amrani,us USA,"DF,FW",Villarreal,es La Liga,25,1998,12.3,167,214,78.0,3669,1112,92,102,90.2,62,67,92.5,27,45,60.0,0,0.0,0.0,0.0,1,17,1,0,7,Matches
557,Owen Fischer,ma MAR,DF,Villarreal,es La Liga,29,1994,4.8,237,306,77.5,4682,2149,136,145,93.8,93,106,87.7,24,55,43.6,1,3.1,2.9,-2.1,2,14,2,1,26,Matches
558,Antoine Martínez,co COL,"MF,FW",Espanyol,es La Liga,30,1993,5.9,201,275,73.1,4128,1729,123,129,95.3,97,101,96.0,24,45,53.3,0,0.0,0.0,0.0,1,29,2,0,12,Matches
559,Luca Yamamoto,br BRA,GK,Valladolid,es La Liga,28,1995,0.4,17,25,68.0,331,97,5,6,83.3,9,9,100.0,6,10,60.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
560,Milan Rossi,pl POL,FW,Real Betis,es La Liga,27,1996,4.7,199,246,80.9,3848,1021,92,93,98.9,67,81,82.7,31,72,43.1,0,0.0,0.0,0.0,1,14,1,0,16,Matches
561,Diego Tanaka,ar ARG,DF,Elche,es La Liga,28,1995,9.9,499,608,82.1,8326,2460,218,235,92.8,221,260,85.0,90,113,79.6,1,1.9,1.7,-0.9,9,52,13,4,57,Matches
